model	objective	reaction	status	value
iJR904.xml	obj	R_ALATA_L2	optimal	0.921948
iJR904.xml	obj	R_ALAabc	optimal	0.921948
iJR904.xml	obj	R_ALAt2r	optimal	0.921948
iJR904.xml	obj	R_ALCD19	optimal	0.921948
iJR904.xml	obj	R_ALDD19xr	optimal	0.921948
iJR904.xml	obj	R_ALDD2x	optimal	0.921948
iJR904.xml	obj	R_ALLTAHr	optimal	0.921948
iJR904.xml	obj	R_ALLTN	optimal	0.921948
iJR904.xml	obj	R_ALLTNt2r	optimal	0.921948
iJR904.xml	obj	R_ABTA	optimal	0.921948
iJR904.xml	obj	R_ABUTD	optimal	0.921948
iJR904.xml	obj	R_ALTRH	optimal	0.921948
iJR904.xml	obj	R_AMALT1	optimal	0.921948
iJR904.xml	obj	R_AMALT2	optimal	0.921948
iJR904.xml	obj	R_AMALT3	optimal	0.921948
iJR904.xml	obj	R_AMALT4	optimal	0.921948
iJR904.xml	obj	R_AMANAPEr	optimal	0.921948
iJR904.xml	obj	R_AMANK	optimal	0.921948
iJR904.xml	obj	R_ABUTt2r	optimal	0.921948
iJR904.xml	obj	R_AMAOTr	optimal	0.921948
iJR904.xml	obj	R_AMMQT8_2	optimal	0.921948
iJR904.xml	obj	R_ACACCT	optimal	0.921948
iJR904.xml	obj	R_ACACT1r	optimal	0.921948
iJR904.xml	obj	R_12PPDt	optimal	0.921948
iJR904.xml	obj	R_AMPMS	optimal	0.921948
iJR904.xml	obj	R_AMPN	optimal	0.921948
iJR904.xml	obj	R_ACACt2	optimal	0.921948
iJR904.xml	obj	R_ANPRT	optimal	-0.000000
iJR904.xml	obj	R_ACALD	optimal	0.921948
iJR904.xml	obj	R_ANS	optimal	-0.000000
iJR904.xml	obj	R_AOXSr	optimal	0.921948
iJR904.xml	obj	R_ACALDt	optimal	0.921948
iJR904.xml	obj	R_ACBIPGT	optimal	0.921948
iJR904.xml	obj	R_ACCOAC	optimal	-0.000000
iJR904.xml	obj	R_ACCOAL	optimal	0.921948
iJR904.xml	obj	R_ACGAMT	optimal	0.921948
iJR904.xml	obj	R_2DGLCNRx	optimal	0.921948
iJR904.xml	obj	R_2DGLCNRy	optimal	0.921948
iJR904.xml	obj	R_ACGApts	optimal	0.921948
iJR904.xml	obj	R_ACGK	optimal	-0.000000
iJR904.xml	obj	R_ACGS	optimal	-0.000000
iJR904.xml	obj	R_ACHBS	optimal	-0.000000
iJR904.xml	obj	R_AP4AH	optimal	0.921948
iJR904.xml	obj	R_ACKr	optimal	0.918965
iJR904.xml	obj	R_ACLS	optimal	-0.000000
iJR904.xml	obj	R_AP5AH	optimal	0.921948
iJR904.xml	obj	R_ACMAMUT	optimal	0.921948
iJR904.xml	obj	R_2DGULRx	optimal	0.921948
iJR904.xml	obj	R_APRAUR	optimal	-0.000000
iJR904.xml	obj	R_2DGULRy	optimal	0.921948
iJR904.xml	obj	R_ARAI	optimal	0.921948
iJR904.xml	obj	R_ACMANApts	optimal	0.921948
iJR904.xml	obj	R_ACNAMt2	optimal	0.921948
iJR904.xml	obj	R_3HCINNMH	optimal	0.921948
iJR904.xml	obj	R_ARBabc	optimal	0.921948
iJR904.xml	obj	R_3HPPPNH	optimal	0.921948
iJR904.xml	obj	R_4HTHRS	optimal	0.921948
iJR904.xml	obj	R_ACNML	optimal	0.921948
iJR904.xml	obj	R_ACOATA	optimal	0.921948
iJR904.xml	obj	R_ACODA	optimal	-0.000000
iJR904.xml	obj	R_ACONMT	optimal	0.921948
iJR904.xml	obj	R_ARBt2r	optimal	0.921948
iJR904.xml	obj	R_ACONT	optimal	-0.000000
iJR904.xml	obj	R_ACOTA	optimal	-0.000000
iJR904.xml	obj	R_ACPS1	optimal	0.921948
iJR904.xml	obj	R_5DGLCNR	optimal	0.921948
iJR904.xml	obj	R_A5PISO	optimal	-0.000000
iJR904.xml	obj	R_AACPS1	optimal	0.921948
iJR904.xml	obj	R_AACPS2	optimal	0.921948
iJR904.xml	obj	R_ACS	optimal	0.921948
iJR904.xml	obj	R_ACt2r	optimal	0.921948
iJR904.xml	obj	R_ADA	optimal	0.921948
iJR904.xml	obj	R_ADCL	optimal	-0.000000
iJR904.xml	obj	R_ADCS	optimal	-0.000000
iJR904.xml	obj	R_AACPS3	optimal	0.921948
iJR904.xml	obj	R_AACPS4	optimal	0.921948
iJR904.xml	obj	R_ADD	optimal	0.921948
iJR904.xml	obj	R_ARGDC	optimal	0.921948
iJR904.xml	obj	R_ADEt2	optimal	0.921948
iJR904.xml	obj	R_AACPS5	optimal	0.921948
iJR904.xml	obj	R_AADDGT	optimal	0.921948
iJR904.xml	obj	R_ADHEr	optimal	0.921948
iJR904.xml	obj	R_ARGORNt7	optimal	0.921948
iJR904.xml	obj	R_ADK1	optimal	0.921948
iJR904.xml	obj	R_ADK3	optimal	0.921948
iJR904.xml	obj	R_ADK4	optimal	0.921948
iJR904.xml	obj	R_AB6PGH	optimal	0.921948
iJR904.xml	obj	R_ADMDC	optimal	-0.000000
iJR904.xml	obj	R_ARGSL	optimal	-0.000000
iJR904.xml	obj	R_ADNCYC	optimal	0.921948
iJR904.xml	obj	R_ARGSS	optimal	-0.000000
iJR904.xml	obj	R_ADNK1	optimal	0.921918
iJR904.xml	obj	R_ADNt2_copy1	optimal	0.921948
iJR904.xml	obj	R_C120SN	optimal	-0.000000
iJR904.xml	obj	R_ARGabc	optimal	0.921948
iJR904.xml	obj	R_ADNt2_copy2	optimal	0.921948
iJR904.xml	obj	R_ADOCBIK	optimal	0.921948
iJR904.xml	obj	R_ASAD	optimal	-0.000000
iJR904.xml	obj	R_ADOCBLS	optimal	0.921948
iJR904.xml	obj	R_ADPT	optimal	0.921948
iJR904.xml	obj	R_ASNN	optimal	0.921948
iJR904.xml	obj	R_ADSK	optimal	-0.000000
iJR904.xml	obj	R_ADSL1r	optimal	-0.000000
iJR904.xml	obj	R_ADSL2r	optimal	-0.000000
iJR904.xml	obj	R_ADSS	optimal	-0.000000
iJR904.xml	obj	R_AGDC	optimal	0.921948
iJR904.xml	obj	R_C140SN	optimal	-0.000000
iJR904.xml	obj	R_C141SN	optimal	-0.000000
iJR904.xml	obj	R_C160SN	optimal	-0.000000
iJR904.xml	obj	R_C161SN	optimal	-0.000000
iJR904.xml	obj	R_C181SN	optimal	-0.000000
iJR904.xml	obj	R_CADVt	optimal	0.921948
iJR904.xml	obj	R_AGMHE	optimal	-0.000000
iJR904.xml	obj	R_ASNS1	optimal	0.921948
iJR904.xml	obj	R_AGMT	optimal	0.921948
iJR904.xml	obj	R_AGPR	optimal	-0.000000
iJR904.xml	obj	R_ASNS2	optimal	0.920973
iJR904.xml	obj	R_ASNabc	optimal	0.921948
iJR904.xml	obj	R_ASNt2r	optimal	0.921948
iJR904.xml	obj	R_AHCi	optimal	0.921948
iJR904.xml	obj	R_AHCYSNS	optimal	0.921948
iJR904.xml	obj	R_CAT	optimal	0.921948
iJR904.xml	obj	R_CBIAT_DELETE	optimal	0.921948
iJR904.xml	obj	R_ASP1DC	optimal	-0.000000
iJR904.xml	obj	R_CBL1abc	optimal	0.921948
iJR904.xml	obj	R_CBLAT_DELETE	optimal	0.921948
iJR904.xml	obj	R_AICART	optimal	-0.000000
iJR904.xml	obj	R_AIRC2	optimal	-0.000000
iJR904.xml	obj	R_AIRC3	optimal	-0.000000
iJR904.xml	obj	R_AKGDH	optimal	0.906129
iJR904.xml	obj	R_ASPCT	optimal	-0.000000
iJR904.xml	obj	R_AKGt2r	optimal	0.921948
iJR904.xml	obj	R_ALAALAr	optimal	-0.000000
iJR904.xml	obj	R_ALAR_copy1	optimal	0.921948
iJR904.xml	obj	R_ALAR_copy2	optimal	0.921948
iJR904.xml	obj	R_ALATA_D2	optimal	0.921948
iJR904.xml	obj	R_CBMKr	optimal	0.913086
iJR904.xml	obj	R_CBPS	optimal	0.921948
iJR904.xml	obj	R_CDAPPA_EC	optimal	0.921948
iJR904.xml	obj	R_CDPMEK	optimal	0.921948
iJR904.xml	obj	R_ALATA_L	optimal	-0.000000
iJR904.xml	obj	R_CHLabc	optimal	0.921948
iJR904.xml	obj	R_ASPK	optimal	-0.000000
iJR904.xml	obj	R_CHLt2	optimal	0.921948
iJR904.xml	obj	R_CHORM	optimal	-0.000000
iJR904.xml	obj	R_DASYN_EC	optimal	-0.000000
iJR904.xml	obj	R_ASPO3_1	optimal	0.921948
iJR904.xml	obj	R_CHORS	optimal	-0.000000
iJR904.xml	obj	R_CHRPL	optimal	0.921948
iJR904.xml	obj	R_ASPO4_1	optimal	0.921948
iJR904.xml	obj	R_CINNDO	optimal	0.921948
iJR904.xml	obj	R_CITL	optimal	0.921948
iJR904.xml	obj	R_ASPO5_1	optimal	0.921948
iJR904.xml	obj	R_CITt7	optimal	0.921948
iJR904.xml	obj	R_DB4PS	optimal	-0.000000
iJR904.xml	obj	R_CLPNS_EC	optimal	-0.000000
iJR904.xml	obj	R_ASPO6_1	optimal	0.921948
iJR904.xml	obj	R_CMPN	optimal	0.921948
iJR904.xml	obj	R_DBTS	optimal	0.921948
iJR904.xml	obj	R_CO2t	optimal	0.479103
iJR904.xml	obj	R_ASPT	optimal	0.921948
iJR904.xml	obj	R_DCTPD	optimal	0.921948
iJR904.xml	obj	R_CPPPGO	optimal	0.921948
iJR904.xml	obj	R_ASPTA	optimal	-0.000000
iJR904.xml	obj	R_CRNBTCT	optimal	0.921948
iJR904.xml	obj	R_CRNCBCT	optimal	0.921948
iJR904.xml	obj	R_DCYTD	optimal	0.921948
iJR904.xml	obj	R_ASPabc	optimal	0.921948
iJR904.xml	obj	R_DCYTt2	optimal	0.921948
iJR904.xml	obj	R_DDGALK	optimal	0.921948
iJR904.xml	obj	R_DDGLCNt2r	optimal	0.921948
iJR904.xml	obj	R_DDGLK	optimal	0.921948
iJR904.xml	obj	R_CRNCDH	optimal	0.921948
iJR904.xml	obj	R_CRNt7	optimal	0.921948
iJR904.xml	obj	R_CS	optimal	-0.000000
iJR904.xml	obj	R_CSND	optimal	0.921948
iJR904.xml	obj	R_CSNt2	optimal	0.921948
iJR904.xml	obj	R_DDPA	optimal	-0.000000
iJR904.xml	obj	R_DDPGALA	optimal	0.921948
iJR904.xml	obj	R_DGK1	optimal	0.921948
iJR904.xml	obj	R_ASPt2r	optimal	0.921948
iJR904.xml	obj	R_DGSNt2	optimal	0.921948
iJR904.xml	obj	R_DHAD1	optimal	-0.000000
iJR904.xml	obj	R_DHAD2	optimal	-0.000000
iJR904.xml	obj	R_CTPS2	optimal	-0.000000
iJR904.xml	obj	R_CYANST	optimal	0.921948
iJR904.xml	obj	R_CYNTAH	optimal	0.921948
iJR904.xml	obj	R_DHAPT	optimal	0.921948
iJR904.xml	obj	R_CYNTt2	optimal	0.921948
iJR904.xml	obj	R_ASPt2_2	optimal	0.921948
iJR904.xml	obj	R_CYSDS	optimal	0.921948
iJR904.xml	obj	R_DHAt	optimal	0.921948
iJR904.xml	obj	R_DHBD	optimal	0.921948
iJR904.xml	obj	R_DHBSr	optimal	0.921948
iJR904.xml	obj	R_CYSS	optimal	-0.000000
iJR904.xml	obj	R_CYSTL	optimal	-0.000000
iJR904.xml	obj	R_DHCIND	optimal	0.921948
iJR904.xml	obj	R_ASPt2_3	optimal	0.921948
iJR904.xml	obj	R_DHCINDO_1	optimal	0.921948
iJR904.xml	obj	R_DHDPRy	optimal	-0.000000
iJR904.xml	obj	R_CYSabc	optimal	0.921948
iJR904.xml	obj	R_CYTBD	optimal	0.921948
iJR904.xml	obj	R_AST	optimal	0.921948
iJR904.xml	obj	R_CYTBO3	optimal	0.873973
iJR904.xml	obj	R_CYTD	optimal	0.921948
iJR904.xml	obj	R_CYTDK2	optimal	0.921948
iJR904.xml	obj	R_CYTDt2_copy1	optimal	0.921948
iJR904.xml	obj	R_DHDPS	optimal	-0.000000
iJR904.xml	obj	R_DHFR	optimal	-0.000000
iJR904.xml	obj	R_DHFS_1	optimal	-0.000000
iJR904.xml	obj	R_DHNAOT	optimal	0.921948
iJR904.xml	obj	R_ATPM	optimal	0.956973
iJR904.xml	obj	R_DHNPA2r	optimal	-0.000000
iJR904.xml	obj	R_DHORD2	optimal	0.921948
iJR904.xml	obj	R_CYTDt2_copy2	optimal	0.921948
iJR904.xml	obj	R_CYTK1	optimal	0.919078
iJR904.xml	obj	R_CYTK2	optimal	0.921948
iJR904.xml	obj	R_DHORD5	optimal	0.921948
iJR904.xml	obj	R_DHORTS	optimal	-0.000000
iJR904.xml	obj	R_ATPPRT	optimal	-0.000000
iJR904.xml	obj	R_DHPPD	optimal	0.921948
iJR904.xml	obj	R_DAAD	optimal	0.921948
iJR904.xml	obj	R_ATPS4r	optimal	0.362359
iJR904.xml	obj	R_DADA	optimal	0.921948
iJR904.xml	obj	R_DADK	optimal	0.921948
iJR904.xml	obj	R_DHPPDA2	optimal	-0.000000
iJR904.xml	obj	R_DHPS2_1	optimal	-0.000000
iJR904.xml	obj	R_BETALDHx	optimal	0.921948
iJR904.xml	obj	R_DHPTDCs	optimal	0.921948
iJR904.xml	obj	R_DHQTi	optimal	-0.000000
iJR904.xml	obj	R_DADNt2	optimal	0.921948
iJR904.xml	obj	R_BETALDHy	optimal	0.921948
iJR904.xml	obj	R_DAGK_EC	optimal	-0.000000
iJR904.xml	obj	R_DALAt2r	optimal	0.921948
iJR904.xml	obj	R_DHQS	optimal	-0.000000
iJR904.xml	obj	R_DINSt2	optimal	0.921948
iJR904.xml	obj	R_DAPDC	optimal	-0.000000
iJR904.xml	obj	R_DKGLCNR1	optimal	0.921948
iJR904.xml	obj	R_DAPE	optimal	-0.000000
iJR904.xml	obj	R_DAPabc	optimal	0.921948
iJR904.xml	obj	R_DKGLCNR2x	optimal	0.921948
iJR904.xml	obj	R_DKGLCNR2y	optimal	0.921948
iJR904.xml	obj	R_DKMPPD	optimal	0.921918
iJR904.xml	obj	R_DKMPPD2	optimal	0.921948
iJR904.xml	obj	R_BPNT	optimal	-0.000000
iJR904.xml	obj	R_DMATT	optimal	0.921948
iJR904.xml	obj	R_DMPPS	optimal	0.921948
iJR904.xml	obj	R_DMQMT	optimal	0.921948
iJR904.xml	obj	R_EDD	optimal	0.921948
iJR904.xml	obj	R_BSORx	optimal	0.921948
iJR904.xml	obj	R_EDTXS1	optimal	-0.000000
iJR904.xml	obj	R_DMSOR1	optimal	0.921948
iJR904.xml	obj	R_BSORy	optimal	0.921948
iJR904.xml	obj	R_DMSOR1e	optimal	0.921948
iJR904.xml	obj	R_EDTXS2	optimal	-0.000000
iJR904.xml	obj	R_DMSOR2	optimal	0.921948
iJR904.xml	obj	R_BTS2	optimal	0.921948
iJR904.xml	obj	R_EDTXS3	optimal	0.921948
iJR904.xml	obj	R_EDTXS4	optimal	0.921948
iJR904.xml	obj	R_DMSOR2e	optimal	0.921948
iJR904.xml	obj	R_ENO	optimal	0.745293
iJR904.xml	obj	R_DNMPPA	optimal	-0.000000
iJR904.xml	obj	R_BUTCT	optimal	0.921948
iJR904.xml	obj	R_DNTPPA	optimal	-0.000000
iJR904.xml	obj	R_DOGULNR	optimal	0.921948
iJR904.xml	obj	R_ENTCS_1	optimal	0.921948
iJR904.xml	obj	R_BUTt2r	optimal	0.921948
iJR904.xml	obj	R_DPCOAK	optimal	-0.000000
iJR904.xml	obj	R_BIOMASS_Ecoli	optimal	-0.000000
iJR904.xml	obj	R_DPR	optimal	-0.000000
iJR904.xml	obj	R_ETHAAL	optimal	0.921948
iJR904.xml	obj	R_ETOHt2r	optimal	0.921948
iJR904.xml	obj	R_DRPA	optimal	0.920738
iJR904.xml	obj	R_EX_h2o_e	optimal	0.288100
iJR904.xml	obj	R_DSERt2	optimal	0.921948
iJR904.xml	obj	R_DTMPK	optimal	-0.000000
iJR904.xml	obj	R_DURIK1	optimal	0.921948
iJR904.xml	obj	R_DURIPP	optimal	0.921948
iJR904.xml	obj	R_DURIt2	optimal	0.921948
iJR904.xml	obj	R_DUTPDP	optimal	0.921948
iJR904.xml	obj	R_DXPRIi	optimal	0.921948
iJR904.xml	obj	R_EX_12ppd__S_e	optimal	0.921948
iJR904.xml	obj	R_EX_15dap_e	optimal	0.921948
iJR904.xml	obj	R_EX_26dap__M_e	optimal	0.921948
iJR904.xml	obj	R_EX_2ddglcn_e	optimal	0.921948
iJR904.xml	obj	R_EX_3hcinnm_e	optimal	0.921948
iJR904.xml	obj	R_EX_3hpppn_e	optimal	0.921948
iJR904.xml	obj	R_EX_4abut_e	optimal	0.921948
iJR904.xml	obj	R_EX_ac_e	optimal	0.921948
iJR904.xml	obj	R_DXPS	optimal	0.921948
iJR904.xml	obj	R_DXYLK	optimal	0.921948
iJR904.xml	obj	R_EX_acac_e	optimal	0.921948
iJR904.xml	obj	R_EX_h_e	optimal	-0.000000
iJR904.xml	obj	R_EX_acald_e	optimal	0.921948
iJR904.xml	obj	R_EX_acgam_e	optimal	0.921948
iJR904.xml	obj	R_D_LACt2	optimal	0.921948
iJR904.xml	obj	R_E4PD	optimal	0.921948
iJR904.xml	obj	R_ECAP_EC	optimal	0.921948
iJR904.xml	obj	R_EX_acmana_e	optimal	0.921948
iJR904.xml	obj	R_EX_hdca_e	optimal	0.921948
iJR904.xml	obj	R_EX_acnam_e	optimal	0.921948
iJR904.xml	obj	R_EX_ade_e	optimal	0.921948
iJR904.xml	obj	R_EDA	optimal	0.921948
iJR904.xml	obj	R_EX_his__L_e	optimal	0.921948
iJR904.xml	obj	R_EX_adn_e	optimal	0.921948
iJR904.xml	obj	R_EX_akg_e	optimal	0.921948
iJR904.xml	obj	R_EX_hxan_e	optimal	0.921948
iJR904.xml	obj	R_EX_ala__D_e	optimal	0.921948
iJR904.xml	obj	R_EX_idon__L_e	optimal	0.921948
iJR904.xml	obj	R_EX_ala__L_e	optimal	0.921948
iJR904.xml	obj	R_EX_alltn_e	optimal	0.921948
iJR904.xml	obj	R_EX_amp_e	optimal	0.921948
iJR904.xml	obj	R_EX_arab__L_e	optimal	0.921948
iJR904.xml	obj	R_EX_arg__L_e	optimal	0.921948
iJR904.xml	obj	R_FBP	optimal	0.921948
iJR904.xml	obj	R_FCI	optimal	0.921948
iJR904.xml	obj	R_FCLK	optimal	0.921948
iJR904.xml	obj	R_FCLPA	optimal	0.921948
iJR904.xml	obj	R_FCLT	optimal	0.921948
iJR904.xml	obj	R_EX_asn__L_e	optimal	0.921948
iJR904.xml	obj	R_EX_asp__L_e	optimal	0.921948
iJR904.xml	obj	R_EX_ile__L_e	optimal	0.921948
iJR904.xml	obj	R_EX_but_e	optimal	0.921948
iJR904.xml	obj	R_EX_cbl1_e	optimal	0.921948
iJR904.xml	obj	R_FDH2	optimal	0.921948
iJR904.xml	obj	R_FDH3	optimal	0.921948
iJR904.xml	obj	R_FE2abc	optimal	0.921948
iJR904.xml	obj	R_EX_chol_e	optimal	0.921948
iJR904.xml	obj	R_EX_indole_e	optimal	0.921948
iJR904.xml	obj	R_EX_cit_e	optimal	0.921948
iJR904.xml	obj	R_EX_co2_e	optimal	0.479103
iJR904.xml	obj	R_EX_crn_e	optimal	0.921948
iJR904.xml	obj	R_FFSD	optimal	0.921948
iJR904.xml	obj	R_FHL	optimal	0.921948
iJR904.xml	obj	R_FMNAT	optimal	-0.000000
iJR904.xml	obj	R_EX_csn_e	optimal	0.921948
iJR904.xml	obj	R_EX_ins_e	optimal	0.921948
iJR904.xml	obj	R_EX_cynt_e	optimal	0.921948
iJR904.xml	obj	R_EX_k_e	optimal	0.921948
iJR904.xml	obj	R_EX_cys__L_e	optimal	0.921948
iJR904.xml	obj	R_EX_cytd_e	optimal	0.921948
iJR904.xml	obj	R_EX_lac__D_e	optimal	0.921948
iJR904.xml	obj	R_EX_dad_2_e	optimal	0.921948
iJR904.xml	obj	R_FORt	optimal	0.921948
iJR904.xml	obj	R_FRD2	optimal	0.921948
iJR904.xml	obj	R_EX_dcyt_e	optimal	0.921948
iJR904.xml	obj	R_FRD3	optimal	0.921948
iJR904.xml	obj	R_FRUK	optimal	0.921948
iJR904.xml	obj	R_FRUpts	optimal	0.921948
iJR904.xml	obj	R_FRUpts2	optimal	0.921948
iJR904.xml	obj	R_EX_dgsn_e	optimal	0.921948
iJR904.xml	obj	R_EX_dha_e	optimal	0.921948
iJR904.xml	obj	R_EX_din_e	optimal	0.921948
iJR904.xml	obj	R_EX_dms_e	optimal	0.921948
iJR904.xml	obj	R_FTHFD	optimal	0.921717
iJR904.xml	obj	R_EX_lac__L_e	optimal	0.921948
